id,author,pipeline_tag,downloads,likes,model_age_days,days_since_update,tag_count,gated_flag,z_score,z_classical_flag,z_equal_budget_flag,z_most_extreme_feature,isolation_score,isolation_flag,lof_score,lof_flag,agreement_count
handy-computer/cohere-transcribe-03-2026-gguf,handy-computer,automatic-speech-recognition,956229,3,105.505,31.446574074074075,27,0,2.0011069813134856,False,False,log_library_model_count,0.5041843179635362,False,1.1730190444657782,False,0
kernels-community/flash-attn3,kernels-community,unknown,460357,48,399.42953703703705,32.99709490740741,3,0,2.7264212997239885,False,False,log_library_model_count,0.5036324021674794,False,1.1172621729527163,False,0
TitanML/tiny-mixtral,TitanML,text-generation,485649,2,826.4343518518518,755.3435185185185,7,0,1.7156663480596257,False,False,log_likes,0.5034353163438828,False,0.9974971086192166,False,0
sshleifer/tiny-gpt2,sshleifer,text-generation,1194533,36,1610.0214699074074,1893.4616782407406,9,0,1.3634910630563006,False,False,log_days_since_update,0.5032915800342814,False,0.9869227505242677,False,0
fixie-ai/ultravox-v0_5-llama-3_2-1b,fixie-ai,audio-text-to-text,1141775,90,538.049375,140.53905092592592,50,0,2.765646440477692,False,False,log_pipeline_model_count,0.5032745917793141,False,1.2543161163439505,False,0
trl-internal-testing/tiny-GptOssForCausalLM,trl-internal-testing,text-generation,979499,4,358.32506944444447,98.42711805555555,8,0,1.4719127527244855,False,False,log_likes,0.5029957256665795,False,1.0501814919157735,False,0
sgl-project/DeepSeek-V4-Flash-FP8,sgl-project,unknown,526995,12,96.80166666666666,96.75628472222222,9,0,1.4906732978717259,False,False,log_model_age_days,0.502891617081914,False,1.0020138598618888,False,0
trl-internal-testing/tiny-random-LlamaForCausalLM,trl-internal-testing,text-generation,529736,8,1218.7005439814816,827.4915856481482,9,0,1.8144700754723084,False,False,model_id_length,0.5026092152215824,False,1.0172465801356316,False,0
meta-llama/Llama-3.2-3B-Instruct,meta-llama,text-generation,1555909,2381,679.361574074074,643.3698032407408,25,1,1.4704758975716936,False,False,log_likes,0.5025876647289967,False,0.9936118306992179,False,0
finiteautomata/bertweet-base-sentiment-analysis,finiteautomata,text-classification,1490721,194,1610.0214699074074,1258.9045023148149,10,0,1.6162106703726244,False,False,model_id_length,0.5015224812008402,False,1.0188990998103074,False,0
google/gemma-4-E4B-it-qat-w4a16-ct,google,any-to-any,411467,12,55.06363425925926,9.303206018518518,12,0,2.217454634987443,False,False,log_days_since_update,0.5015174844298008,False,1.1513915052880745,False,0
PaddlePaddle/en_PP-OCRv5_mobile_rec,PaddlePaddle,image-to-text,493365,3,342.5987847222222,334.72288194444445,8,0,2.325108691138642,False,False,log_library_model_count,0.501386966791104,False,1.0874326101674405,False,0
PaddlePaddle/UVDoc,PaddlePaddle,image-to-text,426684,11,418.75299768518516,372.5811342592593,9,0,2.325108691138642,False,False,log_library_model_count,0.5007176471711635,False,1.1126648431214639,False,0
meta-llama/Llama-3.1-405B-FP8,meta-llama,text-generation,452044,123,739.8608912037037,600.1796643518519,23,1,1.0307697336441153,False,False,log_pipeline_model_count,0.5006011486270309,False,0.9991915589684428,False,0
autogluon/chronos-bolt-base,autogluon,time-series-forecasting,2201285,34,623.4528125,272.61060185185187,13,0,0.9800709072311808,False,False,log_pipeline_model_count,0.500517870653494,False,1.0107589324278101,False,0
meta-llama/Llama-3.1-8B,meta-llama,text-generation,1555368,2347,745.0692708333333,651.0829050925926,23,1,1.4636157476275353,False,False,log_likes,0.49992438177841253,False,0.9938794089122699,False,0
hmellor/tiny-random-Gemma2ForCausalLM,hmellor,text-generation,911467,0,456.0644675925926,433.5827662037037,8,0,2.239897480530956,False,False,log_likes,0.4998207700140653,False,0.9900720647683741,False,0
ZhengPeng7/BiRefNet,ZhengPeng7,image-segmentation,762575,615,747.6318402777778,175.05283564814815,16,0,2.7264212997239885,False,False,log_library_model_count,0.49886836191807354,False,1.1066829941669503,False,0
circlestone-labs/Anima,circlestone-labs,unknown,838273,1983,181.11253472222222,5.166990740740741,6,0,2.569931910747531,False,False,log_days_since_update,0.49878113413502834,False,1.1943582868699878,False,0
nvidia/Qwen3.6-27B-NVFP4,nvidia,text-generation,2140354,410,37.48324074074074,29.38880787037037,17,0,2.3473271188960165,False,False,log_model_age_days,0.4986212497814477,False,1.192356267044745,False,0
black-forest-labs/FLUX.2-klein-4B,black-forest-labs,image-to-image,391246,823,196.4284837962963,155.98685185185184,11,0,2.5134580033136955,False,False,log_pipeline_model_count,0.49849450011977225,False,1.1568067697739615,False,0
biohub/ESMFold2,biohub,unknown,388371,48,77.29171296296296,1.8185995370370371,16,0,3.1076476368504604,True,False,log_days_since_update,0.4983693271451626,False,1.1503734158988592,False,0
meta-llama/Llama-3.2-1B,meta-llama,text-generation,1743857,2513,679.3727546296296,643.3694097222223,24,1,1.4962121989923223,False,False,log_likes,0.49833692021238957,False,0.993915945470438,False,0
deepreinforce-ai/Ornith-1.0-35B-GGUF,deepreinforce-ai,text-generation,3341722,987,34.793935185185184,11.864548611111111,7,0,2.4138635156145045,False,False,log_model_age_days,0.49831539114330214,False,1.0921554138831293,False,0
google/gemma-4-E2B-it-qat-w4a16-ct,google,any-to-any,522032,8,55.062789351851855,9.303310185185186,12,0,2.217447691760963,False,False,log_days_since_update,0.4977306865174758,False,1.1540954286596252,False,0
litert-community/gemma-4-E2B-it-litert-lm,litert-community,unknown,1158866,379,126.00043981481481,19.36340277777778,5,0,2.4916684726349736,False,False,log_library_model_count,0.4975607265406209,False,1.0994451161556338,False,0
Lightricks/LTX-Video,Lightricks,image-to-video,641494,2245,636.475,378.39403935185186,8,0,2.317845454399697,False,False,log_pipeline_model_count,0.4975148856454697,False,1.14201503429424,False,0
maci0/Qwopus3.6-27B-Coder-NVFP4,maci0,image-text-to-text,491141,2,30.36396990740741,22.81869212962963,25,0,2.535207681724542,False,False,log_model_age_days,0.497481604290974,False,1.0900167806917405,False,0
meta-llama/Llama-3.1-70B-Instruct,meta-llama,text-generation,820853,937,743.3279398148148,591.9197569444444,26,1,1.0307697336441153,False,False,log_pipeline_model_count,0.49666843088893936,False,0.9939057903888143,False,0
zai-org/chatglm2-6b,zai-org,unknown,444024,2057,1131.3149652777777,724.6377546296296,14,0,1.4007100206819671,False,False,log_likes,0.49616447973083677,False,1.1984541197091074,False,0
facebook/encodec_24khz,facebook,feature-extraction,815434,55,1143.3259722222222,1100.522175925926,7,0,1.0510781856725655,False,False,log_tag_count,0.49574253056517437,False,1.019738402901644,False,0
lmstudio-community/gemma-4-E4B-it-MLX-5bit,lmstudio-community,any-to-any,1269000,0,117.33717592592592,6.228449074074074,12,0,2.4608646069327023,False,False,log_days_since_update,0.4955765494211222,False,1.1297631561150374,False,0
meta-llama/Llama-3.2-3B,meta-llama,text-generation,534218,882,679.3584722222222,643.3696759259259,24,1,1.0307697336441153,False,False,log_pipeline_model_count,0.4948994238088362,False,0.998164184860678,False,0
nanonets/Nanonets-OCR2-3B,nanonets,image-text-to-text,808233,512,289.49175925925925,286.58608796296295,16,0,1.2427779731265622,False,False,log_author_model_count,0.4948670719476421,False,1.0908477369636196,False,0
google/gemma-4-12B-it,google,any-to-any,2976939,1372,67.94635416666667,9.304074074074075,12,0,2.2173967769115612,False,False,log_days_since_update,0.49484608697925064,False,1.158199317972858,False,0
Snowflake/snowflake-arctic-embed-xs,Snowflake,sentence-similarity,3095525,43,838.420636574074,593.1291087962964,16,0,1.04610338403812,False,False,log_downloads,0.4941148194251377,False,1.0129840834187291,False,0
wangzhang/gemma-4-31B-it-abliterated,wangzhang,unknown,751355,24,115.64469907407407,91.78763888888889,12,0,1.3288510614411184,False,False,log_model_age_days,0.4937661295543318,False,0.997143650208269,False,0
cardiffnlp/twitter-xlm-roberta-base-sentiment,cardiffnlp,text-classification,963970,273,1610.0214699074074,1106.1377546296296,9,0,1.4179512652729402,False,False,model_id_length,0.49372843444969716,False,1.0036198690601679,False,0
Systran/faster-whisper-small,Systran,automatic-speech-recognition,2120753,42,979.5876041666667,979.5436458333334,104,0,3.143219789409974,True,False,log_tag_count,0.4936180598216913,False,1.1718659683358632,False,0
cl-nagoya/ruri-v3-310m,cl-nagoya,sentence-similarity,753056,81,476.8251736111111,468.5985532407407,11,0,1.2427779731265622,False,False,log_author_model_count,0.493477517130908,False,0.987958582874199,False,0
Systran/faster-whisper-tiny,Systran,automatic-speech-recognition,1385890,23,979.5878472222222,979.5535300925926,104,0,3.143219789409974,True,False,log_tag_count,0.4933626302446931,False,1.2163072316417907,False,0
microsoft/wavlm-base-plus,microsoft,feature-extraction,1032856,40,1610.0214699074074,1680.2754166666666,11,0,1.2815038460532866,False,False,log_days_since_update,0.4930995130700181,False,1.044594765414014,False,0
litert-community/gemma-4-E4B-it-litert-lm,litert-community,unknown,368880,181,125.98545138888889,58.79938657407408,5,0,2.4916684726349736,False,False,log_library_model_count,0.49269231307399713,False,1.0924517248070336,False,0
prithivida/parrot_paraphraser_on_T5,prithivida,unknown,1347692,161,1610.0214699074074,1898.6712152777777,7,0,1.3653769862604568,False,False,log_days_since_update,0.49243484836977974,False,0.978558584327601,False,0
Qwen/Qwen3.5-9B,Qwen,image-text-to-text,11638621,1775,152.45942129629628,149.96408564814814,13,0,2.4089193038682035,False,False,log_downloads,0.49203919194825835,False,1.20903704782322,False,0
zai-org/GLM-5.2,zai-org,text-generation,1527760,4671,43.68101851851852,27.660949074074075,13,0,2.2101789982585025,False,False,log_model_age_days,0.49180269829598605,False,1.100965232038931,False,0
google/gemma-4-12B-it-qat-q4_0-unquantized,google,any-to-any,562711,71,55.777453703703706,9.30369212962963,11,0,2.2174222338644256,False,False,log_days_since_update,0.4915880349096103,False,1.135242770669951,False,0
microsoft/wavlm-large,microsoft,feature-extraction,520344,112,1610.0214699074074,1638.109837962963,12,0,1.2640604888098241,False,False,log_days_since_update,0.49158265922913247,False,1.1591349249865264,False,0
MilaNLProc/xlm-emo-t,MilaNLProc,text-classification,489006,11,1575.627476851852,1220.255138888889,9,0,1.2427779731265622,False,False,log_author_model_count,0.49130806369044366,False,0.9858574180800772,False,0
Systran/faster-whisper-base,Systran,automatic-speech-recognition,1464057,32,979.5884259259259,979.5399537037038,104,0,3.143219789409974,True,False,log_tag_count,0.49125859480051937,False,1.2026471729397816,False,0
trl-internal-testing/tiny-Qwen3ForCausalLM,trl-internal-testing,text-generation,802218,1,450.2213425925926,222.20054398148147,9,0,1.9091444613063338,False,False,log_likes,0.4911529261801881,False,1.0241399226824994,False,0
google/gemma-4-31B-it,google,image-text-to-text,12247791,3419,140.23430555555555,9.303958333333334,14,0,2.4614168732327975,False,False,log_downloads,0.49106434513591973,False,1.2330008286984557,False,0
jinaai/jina-bert-flash-implementation,jinaai,unknown,706995,5,889.5279398148148,789.4714699074074,5,0,1.519757742403219,False,False,log_tag_count,0.49061036225555194,False,0.9949876120785768,False,0
huawei-noah/TinyBERT_General_4L_312D,huawei-noah,unknown,635855,86,1610.0214699074074,1897.164212962963,7,0,1.3648319631219463,False,False,log_days_since_update,0.4905638436884509,False,0.9729614596314224,False,0
VoVanPhuc/sup-SimCSE-VietNamese-phobert-base,VoVanPhuc,sentence-similarity,428069,30,1610.0214699074074,840.6242129629629,9,0,1.3188215627230984,False,False,model_id_length,0.490164136424476,False,0.977593152490024,False,0
antirez/deepseek-v4-gguf,antirez,text-generation,682599,349,94.67077546296296,13.275891203703704,21,0,2.0011069813134856,False,False,log_library_model_count,0.4897348478018125,False,1.115951636113417,False,0
FluidInference/parakeet-tdt-0.6b-v3-coreml,FluidInference,automatic-speech-recognition,406011,49,346.27738425925924,90.84085648148148,43,0,2.1959148876024837,False,False,log_library_model_count,0.48886105498862126,False,1.1517288476626675,False,0
jason9693/Qwen2.5-1.5B-apeach,jason9693,text-classification,429069,6,643.6573263888889,643.6542592592592,9,0,1.311356364025299,False,False,log_likes,0.48885041610343577,False,0.9932680451447439,False,0
openai/clip-vit-base-patch16,openai,zero-shot-image-classification,1860256,165,1610.0214699074074,1394.5955092592592,10,0,1.1536068883653712,False,False,log_days_since_update,0.48877201850951285,False,1.0149411426190877,False,0
peft-internal-testing/tiny-clip-text-2,peft-internal-testing,unknown,1155497,2,1043.3156018518519,875.5471296296296,6,0,1.7156663480596257,False,False,log_likes,0.4887294306060781,False,0.9906629494070393,False,0
YituTech/conv-bert-base,YituTech,feature-extraction,668746,10,1610.0214699074074,1981.523449074074,8,0,1.3946946933404125,False,False,log_days_since_update,0.4886877955183268,False,0.9817618797618997,False,0
Rostlab/prot_t5_xl_uniref50,Rostlab,unknown,2887597,61,1610.0214814814815,1275.1208564814815,9,0,1.0921440931547708,False,False,log_days_since_update,0.4886384242897414,False,0.9825424366123218,False,0
google/gemma-4-E4B-it,google,any-to-any,5848372,1430,149.16828703703703,9.304131944444444,14,0,2.2173929198798095,False,False,log_days_since_update,0.48848394554045665,False,1.24423134963154,False,0
Jackrong/Qwopus3.6-27B-Coder-Compat-MTP-GGUF,Jackrong,image-text-to-text,394323,132,39.59724537037037,20.84925925925926,32,0,2.2982109234104815,False,False,log_model_age_days,0.48834841315543503,False,1.1145276465966423,False,0
nvidia/Gemma-4-31B-IT-NVFP4,nvidia,text-generation,2814909,545,118.30034722222223,16.059791666666666,17,0,1.871140989825204,False,False,log_days_since_update,0.48800785758398385,False,1.16566993414724,False,0
cardiffnlp/twitter-roberta-base-sentiment,cardiffnlp,text-classification,555200,337,1610.0214699074074,1286.5887384259258,11,0,1.0982881386224257,False,False,log_days_since_update,0.4879424790510932,False,1.002334709001485,False,0
dccuchile/bert-base-spanish-wwm-uncased,dccuchile,fill-mask,415891,75,1610.0214699074074,923.9258912037037,17,0,1.2427779731265622,False,False,log_author_model_count,0.48778316336151223,False,0.9883196486932527,False,0
rizvandwiki/gender-classification,rizvandwiki,image-classification,1534357,62,1331.629363425926,1168.5301736111112,10,0,1.2427779731265622,False,False,log_author_model_count,0.48761156454333365,False,0.9803246981800265,False,0
Systran/faster-whisper-medium,Systran,automatic-speech-recognition,536558,57,979.5890972222222,979.5319560185185,104,0,3.143219789409974,True,False,log_tag_count,0.48736873042241075,False,1.252539964335784,False,0
dots-studio/dots.ocr,dots-studio,image-text-to-text,448953,1318,364.58629629629627,271.63228009259257,19,0,2.7264212997239885,False,False,log_library_model_count,0.48695127922870635,False,1.0915932971474418,False,0
snunlp/KR-SBERT-V40K-klueNLI-augSTS,snunlp,sentence-similarity,777608,84,1548.8512037037037,1436.6994560185185,11,0,1.1740195731560013,False,False,log_days_since_update,0.48673109289448185,False,0.9877316795279533,False,0
deepreinforce-ai/Ornith-1.0-9B-GGUF,deepreinforce-ai,text-generation,4417107,587,34.79429398148148,34.40819444444445,7,0,2.4138543091906888,False,False,log_model_age_days,0.4867304508988024,False,1.08196898455918,False,0
Lightricks/LTX-2.3-fp8,Lightricks,image-to-video,787772,126,146.04914351851852,135.47722222222222,29,0,2.317845454399697,False,False,log_pipeline_model_count,0.48622552030238725,False,1.2565474157895282,False,0
numind/NuExtract3,numind,image-to-text,829166,316,91.67591435185186,30.415497685185183,23,0,1.7102173783771908,False,False,log_pipeline_model_count,0.4857779776309136,False,1.258084489318717,False,0
Jackrong/Qwopus3.6-35B-A3B-Coder-MTP-GGUF,Jackrong,image-text-to-text,681078,210,30.320185185185185,20.849444444444444,31,0,2.53649074928512,False,False,log_model_age_days,0.4854111985765691,False,1.0853981187672224,False,0
state-spaces/mamba-130m-hf,state-spaces,text-generation,846046,73,875.9947337962963,875.9725810185186,7,0,1.2427779731265622,False,False,log_author_model_count,0.48538895290806555,False,0.9825830641951829,False,0
Qwen/Qwen3.6-27B,Qwen,image-text-to-text,6549533,2114,99.67311342592592,96.88939814814815,11,0,1.8237723410671631,False,False,log_author_model_count,0.4850656337924509,False,1.1552508682220848,False,0
yiyanghkust/finbert-tone,yiyanghkust,text-classification,870979,220,1610.0214699074074,1381.9752430555557,9,0,1.2427779731265622,False,False,log_author_model_count,0.48479953508170986,False,0.9803529580775135,False,0
microsoft/tapex-base-finetuned-wikisql,microsoft,table-question-answering,952913,25,1610.0214699074074,1282.2935532407407,12,0,3.121086079336202,True,False,log_pipeline_model_count,0.4847005631121162,False,1.1173987175803493,False,0
Jonjew/GetphatFLUXRealityNSFW,Jonjew,text-to-image,437360,1,445.0296412037037,444.94605324074075,9,0,1.9091444613063338,False,False,log_likes,0.484531865256548,False,1.1069064050517656,False,0
nvidia/Kimi-K2.6-NVFP4,nvidia,text-generation,561482,42,79.80700231481481,75.26380787037037,17,0,1.794602279017137,False,False,log_library_model_count,0.4843989410530029,False,1.188848592658049,False,0
google/gemma-4-12B-it-qat-w4a16-ct,google,any-to-any,1651224,49,54.88130787037037,9.303078703703704,12,0,2.2174631212484694,False,False,log_days_since_update,0.48422755844669224,False,1.133082923093914,False,0
CompVis/stable-diffusion-safety-checker,CompVis,unknown,1072479,140,1437.567662037037,1342.2766435185185,7,0,1.127366120933139,False,False,log_days_since_update,0.4841848345525055,False,0.9782069672241976,False,0
huihui-ai/Huihui-DeepSeek-V4-Flash-abliterated-ds4-GGUF,huihui-ai,unknown,512723,113,64.56135416666666,53.01179398148148,26,0,2.4092482907713606,False,False,model_id_length,0.4841638386159564,False,1.2167065487274684,False,0
deepset/roberta-base-squad2,deepset,question-answering,500158,949,1610.0214699074074,673.3411226851852,16,0,2.765646440477692,False,False,log_pipeline_model_count,0.4840936888264023,False,1.0978924763414224,False,0
sshleifer/distilbart-cnn-12-6,sshleifer,summarization,886516,324,1610.0214699074074,1871.6727777777778,14,0,2.765646440477692,False,False,log_pipeline_model_count,0.48401338846585873,False,1.0692421308118756,False,0
lmstudio-community/gemma-4-26B-A4B-it-QAT-MLX-4bit,lmstudio-community,image-text-to-text,971271,9,55.01738425925926,6.228206018518518,10,0,2.4608876996411317,False,False,log_days_since_update,0.48358552397474797,False,1.0384645085977269,False,0
nvidia/parakeet-tdt-0.6b-v2,nvidia,automatic-speech-recognition,771523,1528,470.18666666666667,30.208090277777778,24,0,2.1959148876024837,False,False,log_library_model_count,0.48337379241432776,False,1.251450055723362,False,0
TrustSafeAI/RADAR-Vicuna-7B,TrustSafeAI,text-classification,1063951,13,1131.8638425925926,995.2788541666666,8,0,1.2427779731265622,False,False,log_author_model_count,0.4831349271147679,False,0.9838317595934939,False,0
cyankiwi/gemma-4-12B-it-AWQ-INT4,cyankiwi,any-to-any,654324,8,55.517928240740744,8.228344907407408,11,0,2.2931190641411074,False,False,log_days_since_update,0.48303625991090127,False,1.0490989900049417,False,0
mesolitica/wav2vec2-xls-r-300m-mixed,mesolitica,automatic-speech-recognition,628623,5,1519.9455324074074,1518.7926388888889,8,0,1.3849133288350035,False,False,log_likes,0.48232422208059006,False,0.9824220215145538,False,0
classla/wav2vec2-xls-r-parlaspeech-hr,classla,automatic-speech-recognition,531905,3,1610.0214699074074,392.74600694444445,11,0,1.5783914420817113,False,False,log_likes,0.4812915052707769,False,0.9848904249042201,False,0
aubmindlab/bert-base-arabertv02,aubmindlab,fill-mask,592991,47,1610.0214699074074,855.3891319444444,17,0,1.2427779731265622,False,False,log_author_model_count,0.48103113036832523,False,0.9845880968905567,False,0
cross-encoder/ms-marco-MiniLM-L4-v2,cross-encoder,text-ranking,11901985,23,1610.0214699074074,334.391412037037,18,0,2.4319450821244954,False,False,log_downloads,0.48087520029693,False,1.1961985437277751,False,0
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,nvidia,text-generation,952653,804,237.84917824074074,6.90212962962963,38,0,2.3996686337673525,False,False,log_days_since_update,0.48068357951240176,False,1.237409544006823,False,0
facebook/fasttext-language-identification,facebook,text-classification,446205,272,1241.4633101851853,1146.4724189814815,9,0,2.7264212997239885,False,False,log_library_model_count,0.4803736502854026,False,1.1003870051341906,False,0
MCG-NJU/videomae-base,MCG-NJU,video-classification,419984,56,1456.6055671296297,852.6650925925926,12,0,3.121086079336202,True,False,log_pipeline_model_count,0.4800503093240625,False,1.1084070929955163,False,0
lmstudio-community/gemma-4-E4B-it-MLX-6bit,lmstudio-community,any-to-any,1264195,3,117.3364699074074,6.2284143518518515,12,0,2.460867905843509,False,False,log_days_since_update,0.479562281267024,False,1.070124416555921,False,0
google/gemma-4-26B-A4B-it,google,image-text-to-text,12630685,1341,140.10697916666666,9.304027777777778,14,0,2.4930940530986594,False,False,log_downloads,0.479419923424082,False,1.2409072795773108,False,0
iitolstykh/mivolo_v2,iitolstykh,unknown,940886,32,876.4649537037037,140.4189814814815,7,0,2.7264212997239885,False,False,log_library_model_count,0.47879990258005284,False,1.1116043034452865,False,0
nvidia/DeepSeek-V4-Flash-NVFP4,nvidia,text-generation,1299495,79,72.99849537037036,44.94853009259259,16,0,1.794602279017137,False,False,log_library_model_count,0.47778847471595093,False,1.1424688534192518,False,0
Qwen/Qwen3.6-35B-A3B,Qwen,image-text-to-text,6119519,2594,105.75047453703704,96.879375,11,0,1.8237723410671631,False,False,log_author_model_count,0.4775676819350667,False,1.139743878759085,False,0
Tongyi-MAI/Z-Image-Turbo,Tongyi-MAI,text-to-image,1138299,5053,246.36819444444444,180.29297453703703,11,0,1.8294263562369402,False,False,log_likes,0.47709712016669636,False,1.194132015751267,False,0
google/gemma-4-E2B-it,google,any-to-any,3994149,854,149.1679513888889,9.304212962962962,14,0,2.217387520071748,False,False,log_days_since_update,0.4769771420299865,False,1.2085574457207273,False,0
allenai/unifiedqa-t5-small,allenai,unknown,728399,5,1610.0214699074074,1282.3138310185186,9,0,1.3849133288350035,False,False,log_likes,0.47685276994859355,False,0.9816933596828037,False,0
sentence-transformers/distiluse-base-multilingual-cased-v2,sentence-transformers,sentence-similarity,1345281,209,1610.0214699074074,510.4361689814815,64,0,2.7066373984208867,False,False,model_id_length,0.4767830924653219,False,1.2108372238097422,False,0
yikuan8/Clinical-Longformer,yikuan8,fill-mask,550948,69,1610.0214699074074,1282.1260763888888,9,0,1.2427779731265622,False,False,log_author_model_count,0.476760102656343,False,0.9879484530681426,False,0
lxyuan/distilbert-base-multilingual-cased-sentiments-student,lxyuan,text-classification,893343,315,1181.3174189814815,513.9118865740741,29,0,2.904896803520571,False,False,model_id_length,0.4766311282030639,False,1.1806076174121698,False,0
Rostlab/prot_t5_xl_half_uniref50-enc,Rostlab,unknown,1334286,19,1531.5843981481482,1275.1217824074074,8,0,1.092144591455387,False,False,log_days_since_update,0.47614944192089387,False,0.9794809925658464,False,0
CompVis/stable-diffusion-v1-4,CompVis,text-to-image,429766,7047,1439.4401273148148,1071.1140972222222,14,0,1.988117771812411,False,False,log_likes,0.47604700432985153,False,1.2228342148141766,False,0
stabilityai/sdxl-turbo,stabilityai,text-to-image,1122509,2609,975.3616782407407,749.5182523148148,7,0,1.5140944129170768,False,False,log_likes,0.47603857332429794,False,1.102424763238737,False,0
wikeeyang/Flux2-Klein-9B-True-V2,wikeeyang,text-to-image,764362,180,125.63597222222222,16.521608796296295,9,0,1.8527971428101018,False,False,log_days_since_update,0.4759140250680134,False,1.0951457543745415,False,0
stabilityai/stable-diffusion-xl-base-1.0,stabilityai,text-to-image,1499340,7993,1100.4403819444444,1003.3307060185185,15,0,2.0482168021579263,False,False,log_likes,0.47505425977714283,False,1.2316659029255905,False,0
nvidia/DeepSeek-R1-0528-NVFP4-v2,nvidia,text-generation,377290,23,373.1020486111111,330.119375,16,0,1.794602279017137,False,False,log_library_model_count,0.47475733885857146,False,1.1539447985748152,False,0
Comfy-Org/flux1-dev,Comfy-Org,unknown,416730,647,725.1635416666667,197.8605902777778,4,0,1.816788369624371,False,False,log_tag_count,0.47464990740208973,False,1.0910830354796586,False,0
mistralai/Mistral-7B-Instruct-v0.3,mistralai,unknown,5287921,2734,798.5853703703704,238.49041666666668,9,0,1.9237960825532956,False,False,log_library_model_count,0.47439306001557213,False,1.12632626607599,False,0
lmstudio-community/gemma-4-E4B-it-MLX-8bit,lmstudio-community,any-to-any,1268934,7,117.33571759259259,6.228391203703704,12,0,2.460870105126183,False,False,log_days_since_update,0.4743860628324465,False,1.0574018911410359,False,0
mradermacher/UI-TARS-1.5-7B-GGUF,mradermacher,unknown,518004,27,468.59658564814816,343.1644444444444,8,0,0.9384739195655598,False,False,log_author_model_count,0.47435520389396063,False,0.9848499595025987,False,0
Qwen/Qwen3.5-4B,Qwen,image-text-to-text,6332649,772,152.38538194444445,149.96328703703705,13,0,1.8237723410671631,False,False,log_author_model_count,0.4741596831223399,False,1.1291447001987733,False,0
cross-encoder/nli-deberta-v3-small,cross-encoder,zero-shot-classification,671573,16,1610.0214699074074,470.6538773148148,15,0,2.317845454399697,False,False,log_pipeline_model_count,0.4736475979114461,False,1.0678786338537363,False,0
laion/CLIP-convnext_base_w-laion2B-s13B-b82K-augreg,laion,zero-shot-image-classification,1268868,9,1296.9342708333334,1198.0796064814815,9,0,2.0127294805719926,False,False,model_id_length,0.47346473894459595,False,1.0823911416718714,False,0
biohub/ESMC-6B,biohub,fill-mask,2215299,22,71.02298611111111,56.22005787037037,18,0,1.7716782897777055,False,False,log_model_age_days,0.47338892123994003,False,1.1589448411092529,False,0
NeoQuasar/Kronos-Tokenizer-2k,NeoQuasar,time-series-forecasting,416170,6,393.63159722222224,323.4099884259259,9,0,2.7264212997239885,False,False,log_library_model_count,0.4731085292180108,False,1.0260365507363844,False,0
imvladikon/wav2vec2-xls-r-300m-hebrew,imvladikon,automatic-speech-recognition,718969,6,1610.0214699074074,1050.337337962963,14,0,1.311356364025299,False,False,log_likes,0.4729857767418623,False,0.9755986986163145,False,0
microsoft/llmlingua-2-bert-base-multilingual-cased-meetingbank,microsoft,token-classification,478198,55,864.700925925926,567.9083101851852,8,0,3.103156208620255,True,False,model_id_length,0.47261271181354714,False,1.2388212435965456,False,0
usyd-community/vitpose-plus-base,usyd-community,keypoint-detection,526684,33,567.4705787037037,567.4704282407407,9,0,3.121086079336202,True,False,log_pipeline_model_count,0.47219996488520105,False,1.1134761517036456,False,0
google/diffusiongemma-26B-A4B-it,google,image-text-to-text,1934477,1154,50.47208333333333,14.308506944444444,8,0,2.0802270188609,False,False,log_model_age_days,0.47208510865313097,False,0.9877544072275275,False,0
deepseek-ai/DeepSeek-V4-Flash-DSpark,deepseek-ai,text-generation,462651,228,32.8975,25.864444444444445,10,0,2.4638612654173135,False,False,log_model_age_days,0.4718054073050172,False,1.0538562427315903,False,0
facebook/bart-large-cnn,facebook,summarization,1541500,1606,1610.0214699074074,897.2485532407408,16,0,2.765646440477692,False,False,log_pipeline_model_count,0.47082653726774154,False,1.093793551881629,False,0
apple/DFN2B-CLIP-ViT-B-16,apple,unknown,365793,13,1002.8385069444445,516.2225231481482,4,0,1.816788369624371,False,False,log_tag_count,0.4705563280765091,False,1.133588513397151,False,0
theainerd/Wav2Vec2-large-xlsr-hindi,theainerd,automatic-speech-recognition,1022740,12,1610.0214699074074,484.5095023148148,11,0,1.2427779731265622,False,False,log_author_model_count,0.469861466031422,False,0.9768853529430408,False,0
nvidia/Gemma-4-26B-A4B-NVFP4,nvidia,text-generation,1212295,124,89.94020833333333,79.33412037037037,17,0,1.794602279017137,False,False,log_library_model_count,0.4689800204591595,False,1.116725921715297,False,0
timm/mobilenetv3_small_100.lamb_in1k,timm,image-classification,18577051,99,1321.764861111111,283.3248726851852,10,0,2.8900910494048055,False,False,log_downloads,0.4689266539853639,False,1.1616835173552102,False,0
openai/privacy-filter,openai,token-classification,510508,1712,103.09820601851852,98.29841435185185,10,0,1.4333684497691348,False,False,log_model_age_days,0.46871299475987177,False,1.145516371678422,False,0
mistralai/Ministral-3-3B-Instruct-2512,mistralai,unknown,595853,270,271.6362731481481,14.485011574074074,22,0,1.9376552405102443,False,False,log_days_since_update,0.4683004849897277,False,1.1882028758445966,False,0
