id,author,pipeline_tag,library_clean,K-Means,DBSCAN,Agglomerative
google/gemma-4-31B-it-assistant,google,any-to-any,transformers,1,0,1
nm-testing/SmolLM-1.7B-Instruct-quantized.w4a16,nm-testing,text-generation,missing,1,-1,1
OpenGVLab/InternVL2-2B,OpenGVLab,image-text-to-text,transformers,3,0,0
Qwen/Qwen3-Coder-30B-A3B-Instruct-FP8,Qwen,text-generation,transformers,2,0,0
Systran/faster-whisper-tiny,Systran,automatic-speech-recognition,ctranslate2,0,1,0
onnx-community/Kokoro-82M-v1.0-ONNX,onnx-community,text-to-speech,transformers.js,4,0,0
dslim/bert-base-NER,dslim,token-classification,transformers,3,0,0
black-forest-labs/FLUX.2-dev,black-forest-labs,image-to-image,diffusers,4,0,0
prajjwal1/bert-tiny,prajjwal1,unknown,transformers,3,0,0
RedHatAI/gemma-4-26B-A4B-it-FP8-dynamic,RedHatAI,image-text-to-text,transformers,1,0,1
prithivida/parrot_paraphraser_on_T5,prithivida,unknown,transformers,3,0,0
sentence-transformers/distiluse-base-multilingual-cased-v2,sentence-transformers,sentence-similarity,sentence-transformers,0,0,0
Rostlab/prot_t5_xl_half_uniref50-enc,Rostlab,unknown,transformers,3,0,0
mlx-community/parakeet-tdt-0.6b-v3,mlx-community,automatic-speech-recognition,mlx,4,0,0
amazon/chronos-t5-tiny,amazon,time-series-forecasting,chronos-forecasting,4,0,0
lmstudio-community/gemma-4-E4B-it-MLX-4bit,lmstudio-community,any-to-any,transformers,1,0,1
Qwen/Qwen3-VL-Embedding-2B,Qwen,sentence-similarity,sentence-transformers,2,0,0
comodoro/wav2vec2-xls-r-300m-cs-250,comodoro,automatic-speech-recognition,transformers,3,0,0
nvidia/Llama-3.1-Nemotron-Nano-VL-8B-V1,nvidia,image-text-to-text,transformers,2,0,0
nvidia/DeepSeek-V4-Flash-NVFP4,nvidia,text-generation,Model Optimizer,1,0,1
google/siglip2-giant-opt-patch16-384,google,zero-shot-image-classification,transformers,3,0,0
Qwen/Qwen2.5-72B-Instruct-AWQ,Qwen,text-generation,transformers,2,0,0
alsgyu/sentiment-analysis-fine-tuned-model,alsgyu,unknown,missing,3,0,0
deepseek-ai/DeepSeek-V2-Lite-Chat,deepseek-ai,text-generation,transformers,2,0,0
microsoft/layoutlmv3-base,microsoft,unknown,transformers,2,0,0
RedHatAI/gemma-4-31B-it-NVFP4,RedHatAI,image-text-to-text,transformers,1,0,1
Qwen/Qwen2-0.5B,Qwen,text-generation,transformers,2,0,0
lmstudio-community/gemma-4-E4B-it-MLX-5bit,lmstudio-community,any-to-any,transformers,1,0,1
lmstudio-community/gemma-4-E4B-it-MLX-8bit,lmstudio-community,any-to-any,transformers,1,0,1
laion/CLIP-convnext_base_w-laion2B-s13B-b82K-augreg,laion,zero-shot-image-classification,open_clip,4,0,0
jonatasgrosman/wav2vec2-large-xlsr-53-chinese-zh-cn,jonatasgrosman,automatic-speech-recognition,transformers,3,0,0
depth-anything/Depth-Anything-V2-Small-hf,depth-anything,depth-estimation,transformers,3,0,0
google/gemma-3-12b-it,google,image-text-to-text,transformers,2,0,0
lmstudio-community/gemma-4-E4B-it-MLX-6bit,lmstudio-community,any-to-any,transformers,1,0,1
microsoft/Phi-3.5-vision-instruct,microsoft,image-text-to-text,transformers,2,0,0
zai-org/GLM-5-FP8,zai-org,text-generation,transformers,2,0,1
IDEA-Research/grounding-dino-base,IDEA-Research,zero-shot-object-detection,transformers,3,0,0
intfloat/e5-base-v2,intfloat,sentence-similarity,sentence-transformers,3,0,0
deepseek-ai/DeepSeek-V3.2,deepseek-ai,text-generation,transformers,2,0,1
Helsinki-NLP/opus-mt-nl-en,Helsinki-NLP,translation,transformers,3,0,0
nvidia/mit-b2,nvidia,image-classification,transformers,3,0,0
mistralai/Mistral-7B-Instruct-v0.2,mistralai,text-generation,transformers,2,0,0
microsoft/Phi-3.5-mini-instruct,microsoft,text-generation,transformers,2,0,0
microsoft/table-transformer-detection,microsoft,object-detection,transformers,3,0,0
Alibaba-NLP/gte-multilingual-base,Alibaba-NLP,sentence-similarity,sentence-transformers,0,1,0
jinaai/jina-embeddings-v2-small-en,jinaai,feature-extraction,sentence-transformers,3,0,0
Systran/faster-whisper-large-v3,Systran,automatic-speech-recognition,ctranslate2,0,1,0
apple/DFN5B-CLIP-ViT-H-14-378,apple,unknown,open_clip,4,0,0
h2oai/h2ovl-mississippi-800m,h2oai,text-generation,transformers,1,0,0
nvidia/Gemma-4-26B-A4B-NVFP4,nvidia,text-generation,Model Optimizer,1,0,1
QuantTrio/Qwen3.5-9B-AWQ,QuantTrio,image-text-to-text,transformers,1,0,1
jonatasgrosman/wav2vec2-large-xlsr-53-hungarian,jonatasgrosman,automatic-speech-recognition,transformers,3,0,0
Qwen/Qwen2.5-Coder-32B-Instruct,Qwen,text-generation,transformers,2,0,0
h2oai/h2ovl-mississippi-2b,h2oai,text-generation,transformers,1,0,0
QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,QuantTrio,text-generation,transformers,3,0,0
tiiuae/falcon-7b,tiiuae,text-generation,transformers,3,0,0
sshleifer/tiny-gpt2,sshleifer,text-generation,transformers,3,0,0
deepseek-ai/deepseek-vl2-tiny,deepseek-ai,image-text-to-text,transformers,2,0,0
Qdrant/all-MiniLM-L6-v2-onnx,Qdrant,sentence-similarity,transformers,3,0,0
IDEA-Research/grounding-dino-tiny,IDEA-Research,zero-shot-object-detection,transformers,3,0,0
Systran/faster-whisper-tiny.en,Systran,automatic-speech-recognition,ctranslate2,4,0,0
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-NVFP4,nvidia,text-generation,transformers,2,0,1
Qwen/Qwen3.5-122B-A10B-FP8,Qwen,image-text-to-text,transformers,2,0,0
datasocietyco/bge-base-en-v1.5-course-recommender-v5,datasocietyco,sentence-similarity,sentence-transformers,3,0,0
unsloth/Qwen3.5-4B-GGUF,unsloth,image-text-to-text,transformers,2,0,1
deepseek-ai/DeepSeek-V3,deepseek-ai,text-generation,transformers,2,0,0
cross-encoder/ms-marco-MiniLM-L2-v2,cross-encoder,text-ranking,sentence-transformers,3,0,0
unsloth/Qwen3.6-35B-A3B-NVFP4,unsloth,image-text-to-text,transformers,1,0,1
TaylorAI/bge-micro-v2,TaylorAI,sentence-similarity,sentence-transformers,3,0,0
litert-community/gemma-4-E2B-it-litert-lm,litert-community,unknown,litert-lm,4,-1,1
peft-internal-testing/tiny-clip-text-2,peft-internal-testing,unknown,transformers,3,0,0
jinaai/jina-reranker-v3,jinaai,text-ranking,transformers,3,0,0
Alibaba-NLP/gte-Qwen2-1.5B-instruct,Alibaba-NLP,sentence-similarity,sentence-transformers,3,0,0
hustvl/vitmatte-small-composition-1k,hustvl,unknown,transformers,3,0,0
timm/efficientnet_b0.ra_in1k,timm,image-classification,timm,4,0,0
facebook/detr-resnet-50,facebook,object-detection,transformers,3,0,0
fixie-ai/ultravox-v0_5-llama-3_2-1b,fixie-ai,audio-text-to-text,transformers,0,-1,0
Tongyi-MAI/Z-Image-Turbo,Tongyi-MAI,text-to-image,diffusers,4,0,0
BAAI/bge-multilingual-gemma2,BAAI,feature-extraction,sentence-transformers,4,0,0
QuantTrio/Qwen3.6-35B-A3B-AWQ,QuantTrio,image-text-to-text,transformers,1,0,1
unslothai/1,unslothai,feature-extraction,transformers,3,0,0
stabilityai/sdxl-turbo,stabilityai,text-to-image,diffusers,4,0,0
trl-internal-testing/tiny-Qwen2_5_VLForConditionalGeneration,trl-internal-testing,image-text-to-text,transformers,1,-1,1
allenai/longformer-base-4096,allenai,unknown,transformers,3,0,0
gigant/romanian-wav2vec2,gigant,automatic-speech-recognition,transformers,3,0,0
almanach/camembert-base,almanach,fill-mask,transformers,3,0,0
TheBloke/TinyLlama-1.1B-Chat-v0.3-GPTQ,TheBloke,text-generation,transformers,3,0,0
Qwen/Qwen3-4B-Instruct-2507-FP8,Qwen,text-generation,transformers,2,0,0
CIDAS/clipseg-rd64-refined,CIDAS,image-segmentation,transformers,3,0,0
CompVis/stable-diffusion-safety-checker,CompVis,unknown,transformers,3,0,0
HuggingFaceTB/SmolVLM2-500M-Video-Instruct,HuggingFaceTB,image-text-to-text,transformers,3,0,0
TrustSafeAI/RADAR-Vicuna-7B,TrustSafeAI,text-classification,transformers,3,0,0
gaunernst/gemma-3-27b-it-int4-awq,gaunernst,image-text-to-text,transformers,3,0,0
microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,microsoft,fill-mask,transformers,3,0,0
CohereLabs/cohere-transcribe-03-2026,CohereLabs,automatic-speech-recognition,transformers,1,0,1
sentence-transformers/all-roberta-large-v1,sentence-transformers,sentence-similarity,sentence-transformers,3,0,0
RedHatAI/gemma-4-26B-A4B-it-NVFP4,RedHatAI,image-text-to-text,transformers,1,0,1
HuggingFaceTB/SmolVLM-256M-Instruct,HuggingFaceTB,image-text-to-text,transformers,3,0,0
NeoQuasar/Kronos-small,NeoQuasar,time-series-forecasting,missing,4,0,0
sentence-transformers/distiluse-base-multilingual-cased-v1,sentence-transformers,sentence-similarity,sentence-transformers,3,0,0
Qwen/Qwen2.5-Coder-7B,Qwen,text-generation,transformers,2,0,0
microsoft/wavlm-base-plus,microsoft,feature-extraction,transformers,3,0,0
llava-hf/llava-onevision-qwen2-0.5b-ov-hf,llava-hf,image-text-to-text,transformers,3,0,0
empero-ai/Qwythos-9B-Claude-Mythos-5-1M-GGUF,empero-ai,image-text-to-text,gguf,1,-1,1
theainerd/Wav2Vec2-large-xlsr-hindi,theainerd,automatic-speech-recognition,transformers,3,0,0
openbmb/VoxCPM2,openbmb,text-to-speech,voxcpm,4,-1,0
intfloat/e5-base,intfloat,sentence-similarity,sentence-transformers,3,0,0
nvidia/nemotron-3.5-asr-streaming-0.6b,nvidia,automatic-speech-recognition,nemo,1,-1,1
lmstudio-community/Qwen3.6-27B-MLX-8bit,lmstudio-community,image-text-to-text,transformers,1,0,1
facebook/dinov2-large,facebook,image-feature-extraction,transformers,3,0,0
Kijai/LTX2.3_comfy,Kijai,unknown,diffusion-single-file,1,-1,1
unslothai/repeat,unslothai,feature-extraction,transformers,3,0,0
microsoft/resnet-50,microsoft,image-classification,transformers,2,0,0
unsloth/Qwen3.5-9B-GGUF,unsloth,image-text-to-text,transformers,2,0,1
airesearch/wav2vec2-large-xlsr-53-th,airesearch,automatic-speech-recognition,transformers,3,0,0
trl-internal-testing/tiny-GptOssForCausalLM,trl-internal-testing,text-generation,transformers,1,0,0
moonshotai/Kimi-K2.5,moonshotai,image-text-to-text,transformers,2,0,1
lmstudio-community/gemma-4-26B-A4B-it-QAT-MLX-4bit,lmstudio-community,image-text-to-text,transformers,1,0,1
nvidia/llama-nemotron-rerank-1b-v2,nvidia,text-ranking,transformers,1,0,1
nvidia/bigvgan_v2_44khz_128band_512x,nvidia,audio-to-audio,PyTorch,4,-1,0
lmstudio-community/Qwen3.6-27B-MLX-4bit,lmstudio-community,image-text-to-text,transformers,1,0,1
Qdrant/bm25,Qdrant,sentence-similarity,transformers,3,0,0
cardiffnlp/twitter-xlm-roberta-base-sentiment,cardiffnlp,text-classification,transformers,3,0,0
allenai/specter2_base,allenai,feature-extraction,transformers,3,0,0
handy-computer/cohere-transcribe-03-2026-gguf,handy-computer,automatic-speech-recognition,transcribe.cpp,1,-1,1
DavidAU/Qwen3.6-27B-Fable-Fusion-711-Uncensored-Heretic-NM-DAU-NEO-MAX-MTP-GGUF,DavidAU,image-text-to-text,missing,1,-1,1
microsoft/tapex-base-finetuned-wikisql,microsoft,table-question-answering,transformers,3,0,0
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,nvidia,text-generation,transformers,1,0,1
KBLab/wav2vec2-large-voxrex-swedish,KBLab,automatic-speech-recognition,transformers,3,0,0
timm/vit_small_patch14_dinov2.lvd142m,timm,image-feature-extraction,timm,4,0,0
NeuML/pubmedbert-base-embeddings,NeuML,sentence-similarity,sentence-transformers,4,0,0
nvidia/Nemotron-3-Nano-Omni-30B-A3B-Reasoning-FP8,nvidia,any-to-any,transformers,1,0,1
datalab-to/surya-ocr-2,datalab-to,image-text-to-text,transformers,1,0,1
anuragshas/wav2vec2-large-xlsr-53-telugu,anuragshas,automatic-speech-recognition,transformers,3,0,0
iitolstykh/mivolo_v2,iitolstykh,unknown,mivolo,4,0,0
amunchet/rorshark-vit-base,amunchet,image-classification,transformers,3,0,0
mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai,unknown,vllm,4,0,0
google/vit-base-patch16-224-in21k,google,image-feature-extraction,transformers,3,0,0
lmstudio-community/Qwen3.6-27B-MLX-6bit,lmstudio-community,image-text-to-text,transformers,1,0,1
jonatasgrosman/wav2vec2-large-xlsr-53-persian,jonatasgrosman,automatic-speech-recognition,transformers,3,0,0
MiniMaxAI/MiniMax-M2.7,MiniMaxAI,text-generation,transformers,1,0,1
rippertnt/HyperCLOVAX-SEED-Text-Instruct-1.5B-Q4_K_M-GGUF,rippertnt,unknown,missing,3,0,0
openbmb/MiniCPM-V-4.6,openbmb,image-text-to-text,transformers,1,0,1
facebook/sam-vit-base,facebook,mask-generation,transformers,3,0,0
SamLowe/roberta-base-go_emotions,SamLowe,text-classification,transformers,3,0,0
Qwen/Qwen2.5-VL-32B-Instruct,Qwen,image-text-to-text,transformers,2,0,0
nvidia/LocateAnything-3B,nvidia,image-text-to-text,transformers,2,0,0
phanviethoang1512/qwen3.5-4b-base-osim-253991,phanviethoang1512,unknown,missing,1,-1,1
Qwen/Qwen3.5-27B-FP8,Qwen,image-text-to-text,transformers,2,0,0
lmstudio-community/Qwen3.6-27B-MLX-5bit,lmstudio-community,image-text-to-text,transformers,1,0,1
Qwen/Qwen2.5-VL-32B-Instruct-AWQ,Qwen,image-text-to-text,transformers,2,0,0
Qwen/Qwen3-VL-30B-A3B-Instruct,Qwen,image-text-to-text,transformers,2,0,0
hmellor/tiny-random-Gemma2ForCausalLM,hmellor,text-generation,transformers,3,0,0
jinaai/jina-reranker-v2-base-multilingual,jinaai,text-ranking,transformers,3,0,0
microsoft/Phi-tiny-MoE-instruct,microsoft,text-generation,transformers,2,0,0
ahotrod/electra_large_discriminator_squad2_512,ahotrod,question-answering,transformers,3,0,0
google/flan-t5-small,google,unknown,transformers,2,0,0
deepreinforce-ai/Ornith-1.0-35B-FP8,deepreinforce-ai,text-generation,transformers,1,0,1
Qwen/Qwen2.5-7B,Qwen,text-generation,transformers,2,0,0
google/gemma-4-26B-A4B,google,image-text-to-text,transformers,1,0,1
EleutherAI/gpt-neox-20b,EleutherAI,text-generation,transformers,3,0,0
lxyuan/distilbert-base-multilingual-cased-sentiments-student,lxyuan,text-classification,transformers,3,0,0
Lykon/dreamshaper-7,Lykon,text-to-image,diffusers,4,0,0
facebook/hubert-base-ls960,facebook,feature-extraction,transformers,3,0,0
answerdotai/ModernBERT-large,answerdotai,fill-mask,transformers,3,0,0
vcruz305/Hy3-GGUF,vcruz305,text-generation,missing,1,-1,1
facebook/PE-Core-S16-384,facebook,zero-shot-image-classification,perception-encoder,4,0,0
indobenchmark/indobert-base-p1,indobenchmark,feature-extraction,transformers,3,0,0
sshleifer/distilbart-cnn-12-6,sshleifer,summarization,transformers,3,0,0
kingabzpro/wav2vec2-large-xls-r-300m-Urdu,kingabzpro,automatic-speech-recognition,transformers,3,0,0
rinna/japanese-roberta-base,rinna,fill-mask,transformers,3,0,0
Qwen/Qwen3-8B-AWQ,Qwen,text-generation,transformers,2,0,0
microsoft/BiomedCLIP-PubMedBERT_256-vit_base_patch16_224,microsoft,zero-shot-image-classification,open_clip,4,-1,0
deepseek-ai/DeepSeek-V3-0324,deepseek-ai,text-generation,transformers,2,0,0
alefiury/wav2vec2-large-xlsr-53-gender-recognition-librispeech,alefiury,audio-classification,transformers,3,0,0
yiyanghkust/finbert-tone,yiyanghkust,text-classification,transformers,3,0,0
Qwen/Qwen3-0.6B-Base,Qwen,text-generation,transformers,2,0,0
Qwen/Qwen3.5-35B-A3B-FP8,Qwen,image-text-to-text,transformers,2,0,0
Khalsuu/filipino-wav2vec2-l-xls-r-300m-official,Khalsuu,automatic-speech-recognition,transformers,3,0,0
HuggingFaceTB/SmolLM3-3B,HuggingFaceTB,text-generation,transformers,2,0,0
bigscience/bloomz-560m,bigscience,text-generation,transformers,0,0,0
Helsinki-NLP/opus-mt-fr-en,Helsinki-NLP,translation,transformers,3,0,0
google/siglip2-so400m-patch14-384,google,zero-shot-image-classification,transformers,3,0,0
k2-fsa/OmniVoice,k2-fsa,text-to-speech,omnivoice,0,-1,0
thenlper/gte-large,thenlper,sentence-similarity,sentence-transformers,3,0,0
microsoft/deberta-v3-small,microsoft,fill-mask,transformers,3,0,0
unsloth/Qwen3.6-35B-A3B-GGUF,unsloth,image-text-to-text,transformers,2,0,1
Qwen/Qwen2.5-1.5B-Instruct-AWQ,Qwen,text-generation,transformers,2,0,0
Qwen/Qwen3-8B-FP8,Qwen,text-generation,transformers,2,0,0
state-spaces/mamba-130m-hf,state-spaces,text-generation,transformers,3,0,0
google/gemma-3-27b-it,google,image-text-to-text,transformers,2,0,0
OpenGVLab/InternVL2-1B,OpenGVLab,image-text-to-text,transformers,3,0,0
RedHatAI/Qwen2.5-1.5B-quantized.w8a8,RedHatAI,text-generation,missing,3,0,0
Qwen/Qwen3.5-0.8B-Base,Qwen,image-text-to-text,transformers,2,0,0
cyankiwi/Qwen3-30B-A3B-Instruct-2507-AWQ-4bit,cyankiwi,text-generation,transformers,1,0,1
moonshotai/Kimi-K2.6,moonshotai,image-text-to-text,transformers,1,0,1
circlestone-labs/Anima,circlestone-labs,unknown,diffusion-single-file,1,0,1
Qwen/Qwen2.5-1.5B,Qwen,text-generation,transformers,2,0,0
amazon/chronos-t5-small,amazon,time-series-forecasting,chronos-forecasting,4,0,0
AutonLab/MOMENT-1-small,AutonLab,time-series-forecasting,transformers,3,0,0
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,sentence-transformers,sentence-similarity,sentence-transformers,3,0,0
PaddlePaddle/PP-DocLayoutV3_safetensors,PaddlePaddle,object-detection,transformers,1,0,1
numind/NuExtract3,numind,image-to-text,transformers,1,-1,0
Comfy-Org/Qwen-Image-Edit_ComfyUI,Comfy-Org,unknown,diffusion-single-file,4,0,1
MoritzLaurer/mDeBERTa-v3-base-xnli-multilingual-nli-2mil7,MoritzLaurer,zero-shot-classification,transformers,0,-1,0
meta-llama/Llama-3.1-70B-Instruct,meta-llama,text-generation,transformers,2,0,0
microsoft/phi-2,microsoft,text-generation,transformers,2,0,0
Qwen/Qwen3-1.7B-Base,Qwen,text-generation,transformers,2,0,0
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,deepseek-ai,text-generation,transformers,2,0,0
facebook/encodec_24khz,facebook,feature-extraction,transformers,3,0,0
nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-BF16,nvidia,text-generation,transformers,1,0,1
microsoft/Florence-2-large,microsoft,image-text-to-text,transformers,2,0,0
nanonets/Nanonets-OCR2-3B,nanonets,image-text-to-text,transformers,3,0,0
Qwen/Qwen3-VL-30B-A3B-Instruct-FP8,Qwen,image-text-to-text,transformers,2,0,0
shibing624/text2vec-base-chinese,shibing624,sentence-similarity,sentence-transformers,3,0,0
nvidia/llama-nemotron-embed-1b-v2,nvidia,feature-extraction,sentence-transformers,1,0,1
Qwen/Qwen3.5-397B-A17B-FP8,Qwen,image-text-to-text,transformers,2,0,0
trl-internal-testing/tiny-Qwen3ForCausalLM,trl-internal-testing,text-generation,transformers,3,0,0
google/gemma-4-31B,google,image-text-to-text,transformers,1,0,1
kresnik/wav2vec2-large-xlsr-korean,kresnik,automatic-speech-recognition,transformers,3,0,0
Qdrant/bge-small-en-v1.5-onnx-Q,Qdrant,sentence-similarity,transformers,3,0,0
pysentimiento/robertuito-sentiment-analysis,pysentimiento,text-classification,pysentimiento,4,0,0
depth-anything/DA3METRIC-LARGE,depth-anything,depth-estimation,depth-anything-3,4,0,0
cyankiwi/Qwen3.5-4B-AWQ-4bit,cyankiwi,image-text-to-text,transformers,1,0,1
groxaxo/Qwen3.6-27B-GPTQ-Pro-4bit,groxaxo,image-text-to-text,transformers,1,0,1
Qwen/Qwen3-VL-30B-A3B-Instruct-GGUF,Qwen,image-text-to-text,missing,2,0,0
kyutai/mimi,kyutai,feature-extraction,transformers,3,0,0
Lightricks/LTX-2.3-fp8,Lightricks,image-to-video,diffusers,4,-1,0
autogluon/chronos-bolt-mini,autogluon,time-series-forecasting,missing,3,0,0
jinaai/jina-embeddings-v5-text-nano,jinaai,feature-extraction,transformers,1,0,1
lmg-anon/vntl-llama3-8b-v2-gguf,lmg-anon,translation,missing,3,0,0
snunlp/KR-SBERT-V40K-klueNLI-augSTS,snunlp,sentence-similarity,sentence-transformers,3,0,0
facebook/dinov3-vitb16-pretrain-lvd1689m,facebook,image-feature-extraction,transformers,3,0,0
nvidia/parakeet-tdt-0.6b-v2,nvidia,automatic-speech-recognition,nemo,4,-1,1
RedHatAI/Llama-3.2-1B-Instruct-FP8,RedHatAI,text-generation,missing,3,0,0
pyannote/embedding,pyannote,unknown,pyannote-audio,4,0,0
Yehor/w2v-xls-r-uk,Yehor,automatic-speech-recognition,transformers,3,0,0
wikeeyang/Flux2-Klein-9B-True-V2,wikeeyang,text-to-image,diffusers,4,0,0
ZhengPeng7/BiRefNet,ZhengPeng7,image-segmentation,birefnet,4,0,0
Qwen/Qwen3-235B-A22B,Qwen,text-generation,transformers,2,0,0
PaddlePaddle/PP-OCRv5_server_det,PaddlePaddle,image-to-text,PaddleOCR,4,0,0
MIT/ast-finetuned-audioset-10-10-0.4593,MIT,audio-classification,transformers,3,0,0
MiniMaxAI/MiniMax-M2.5,MiniMaxAI,text-generation,transformers,2,0,1
sentence-transformers/LaBSE,sentence-transformers,sentence-similarity,sentence-transformers,0,1,0
cl-nagoya/ruri-v3-310m,cl-nagoya,sentence-similarity,missing,4,0,0
facebook/esm2_t6_8M_UR50D,facebook,fill-mask,transformers,3,0,0
wangzhang/gemma-4-31B-it-abliterated,wangzhang,unknown,missing,1,0,1
nlptown/bert-base-multilingual-uncased-sentiment,nlptown,text-classification,transformers,3,0,0
google/siglip2-base-patch16-224,google,zero-shot-image-classification,transformers,3,0,0
hustvl/yolos-small,hustvl,object-detection,transformers,3,0,0
QuantTrio/Qwen3.6-27B-AWQ,QuantTrio,image-text-to-text,transformers,1,0,1
intfloat/e5-small-v2,intfloat,sentence-similarity,sentence-transformers,3,0,0
timm/vit_small_patch14_reg4_dinov2.lvd142m,timm,image-feature-extraction,timm,4,0,0
dbmdz/bert-large-cased-finetuned-conll03-english,dbmdz,token-classification,transformers,3,0,0
Qwen/Qwen2.5-32B-Instruct-AWQ,Qwen,text-generation,transformers,2,0,0
meta-llama/Llama-2-7b-hf,meta-llama,text-generation,transformers,2,0,0
google-bert/bert-base-chinese,google-bert,fill-mask,transformers,3,0,0
trl-internal-testing/tiny-Qwen3MoeForCausalLM,trl-internal-testing,text-generation,transformers,1,0,0
allenai/unifiedqa-t5-small,allenai,unknown,transformers,3,0,0
nvidia/NVIDIA-Nemotron-3-Nano-4B-BF16,nvidia,text-generation,transformers,1,0,1
imvladikon/wav2vec2-xls-r-300m-hebrew,imvladikon,automatic-speech-recognition,transformers,3,0,0
Qwen/Qwen3-VL-32B-Instruct-FP8,Qwen,image-text-to-text,transformers,2,0,0
unsloth/Qwen3.6-27B-GGUF,unsloth,image-text-to-text,transformers,2,0,1
WhereIsAI/UAE-Large-V1,WhereIsAI,feature-extraction,sentence-transformers,3,0,0
timm/repvgg_a0.rvgg_in1k,timm,image-classification,timm,4,0,0
llava-hf/llava-v1.6-mistral-7b-hf,llava-hf,image-text-to-text,transformers,3,0,0
PaddlePaddle/PaddleOCR-VL-1.6-GGUF,PaddlePaddle,unknown,missing,1,0,1
facebook/dinov3-vitl16-pretrain-lvd1689m,facebook,image-feature-extraction,transformers,3,0,0
Bahushruth/Qwen3.6-35B-A3B-abliterated-v4,Bahushruth,text-generation,transformers,1,0,1
lmstudio-community/gemma-4-E4B-it-GGUF,lmstudio-community,unknown,missing,1,0,1
Qwen/Qwen2-Audio-7B-Instruct,Qwen,audio-text-to-text,transformers,2,0,0
allenai/olmOCR-2-7B-1025-FP8,allenai,image-text-to-text,transformers,2,0,0
distilbert/distilbert-base-multilingual-cased,distilbert,fill-mask,transformers,0,1,0
jinaai/jina-bert-flash-implementation,jinaai,unknown,transformers,3,0,0
kredor/punctuate-all,kredor,token-classification,transformers,3,0,0
openbmb/MiniCPM5-1B,openbmb,text-generation,transformers,1,0,1
SWivid/F5-TTS,SWivid,text-to-speech,f5-tts,4,-1,0
timm/vit_base_patch8_224.augreg2_in21k_ft_in1k,timm,image-classification,timm,4,0,0
mtgv/MobileLLaMA-1.4B-Chat,mtgv,text-generation,transformers,3,0,0
prism-ml/Ternary-Bonsai-27B-gguf,prism-ml,text-generation,llama.cpp,1,-1,1
microsoft/VibeVoice-ASR,microsoft,automatic-speech-recognition,transformers,2,0,0
livekit/turn-detector,livekit,text-classification,transformers,3,0,0
minishlab/potion-base-8M,minishlab,unknown,model2vec,4,0,0
deepseek-ai/DeepSeek-R1-Distill-Llama-70B,deepseek-ai,text-generation,transformers,2,0,0
EleutherAI/pythia-70m-deduped,EleutherAI,text-generation,transformers,3,0,0
briaai/RMBG-2.0,briaai,image-segmentation,transformers,3,0,0
Qwen/Qwen3-4B-Base,Qwen,text-generation,transformers,2,0,0
Harveenchadha/vakyansh-wav2vec2-tamil-tam-250,Harveenchadha,automatic-speech-recognition,transformers,3,0,0
meta-llama/Llama-2-7b-chat-hf,meta-llama,text-generation,transformers,2,0,0
Qwen/Qwen2.5-Coder-1.5B-Instruct,Qwen,text-generation,transformers,2,0,0
antirez/deepseek-v4-gguf,antirez,text-generation,gguf,1,-1,1
Jackrong/Qwopus3.6-35B-A3B-Coder-MTP-GGUF,Jackrong,image-text-to-text,transformers,1,0,1
mlx-community/whisper-tiny,mlx-community,automatic-speech-recognition,transformers,3,0,0
microsoft/phi-4,microsoft,text-generation,transformers,2,0,1
laion/larger_clap_music_and_speech,laion,feature-extraction,transformers,3,0,0
stabilityai/sd-turbo,stabilityai,text-to-image,diffusers,4,0,0
cross-encoder/nli-deberta-v3-small,cross-encoder,zero-shot-classification,sentence-transformers,3,0,0
Qwen/Qwen3-TTS-12Hz-1.7B-VoiceDesign,Qwen,text-to-speech,qwen-tts,4,-1,0
YituTech/conv-bert-base,YituTech,feature-extraction,transformers,3,0,0
google/fnet-base,google,unknown,transformers,3,0,0
circulus/canvers-ko2en-v1,circulus,unknown,transformers,3,0,0
HauhauCS/Gemma-4-E4B-Uncensored-HauhauCS-Aggressive,HauhauCS,image-text-to-text,missing,1,-1,1
circulus/canvers-en2ko-v1,circulus,unknown,transformers,3,0,0
RedHatAI/Qwen3-Coder-Next-FP8-dynamic,RedHatAI,text-generation,missing,1,0,1
audeering/wav2vec2-large-robust-12-ft-emotion-msp-dim,audeering,audio-classification,transformers,3,0,0
facebook/mask2former-swin-large-ade-semantic,facebook,image-segmentation,transformers,3,0,0
timm/vit_large_patch14_reg4_dinov2.lvd142m,timm,image-feature-extraction,timm,4,0,0
openbmb/MiniCPM-o-4_5,openbmb,any-to-any,transformers,1,0,0
Qwen/Qwen3-Coder-Next,Qwen,text-generation,transformers,2,0,0
microsoft/VibeVoice-Realtime-0.5B,microsoft,text-to-speech,transformers,2,0,0
ByteDance-Seed/UI-TARS-1.5-7B,ByteDance-Seed,image-text-to-text,transformers,3,0,0
cyankiwi/gemma-4-12B-it-AWQ-INT4,cyankiwi,any-to-any,transformers,1,0,1
naver/splade-cocondenser-ensembledistil,naver,feature-extraction,sentence-transformers,3,0,0
